70,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,70
70,13,13,13,13,13,13,13,13,13,13,52,18,52,13,13,13,13,13,13,13,13,13,13,70
70,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,70
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
70,0,0,38,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,40,0,0,70
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
70,0,0,0,0,0,0,0,61,0,0,0,55,0,0,0,61,0,0,0,0,0,0,0,70
70,0,0,38,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,40,0,0,70
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
70,0,0,0,0,0,0,0,61,0,0,0,55,0,0,0,61,0,0,0,0,0,0,0,70
70,0,0,38,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,40,0,0,70
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
70,0,0,0,0,0,0,0,61,0,0,0,55,0,0,0,61,0,0,0,0,0,0,0,70
70,0,0,38,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,40,0,0,70
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,70
70,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,70
70,54,54,0,0,0,0,0,0,0,61,0,0,0,61,0,0,0,0,0,0,26,26,20,70
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
13,13,13,13,13,13,13,13,13,13,13,13,18,13,13,13,13,13,13,13,13,13,13,13,70
